"Tag","Name","# lines","Ver.","Catalog","Documentation","Date of entry","Entry in cm-1"
"003501","HD","20","2*","HTML | ASCII","e003501.cat","Dec. 2011","w003501.cat"
"004501","H2D+","196","3*","HTML | ASCII","e004501.cat","Mar. 2017","w004501.cat"
"005501","HD2+","163","3*","HTML | ASCII","e005501.cat","Jan. 2018","w005501.cat"
"005502","HeH+","18","1*","HTML | ASCII","e005502.cat","April 2008","w005502.cat"
"012501","C","2","1*","HTML | ASCII","e012501.cat","Sep. 2005","w012501.cat"
"012502","BH","15","1*","HTML | ASCII","e012502.cat","July 2008","w012502.cat"
"012503","C+","1","1*","HTML | ASCII","e012503.cat","Aug. 2010","w012503.cat"
"013501","13C","7","1*","HTML | ASCII","e013501.cat","Sep. 2005","w013501.cat"
"013502","CH","513","3*","HTML | ASCII","e013502.cat","June 2015","w013502.cat"
"013503","CH+","19","2*","HTML | ASCII","e013503.cat","Apr. 2010","w013503.cat"
"013504","CH+, v = 1 - 0 band","35","1*","HTML | ASCII","e013504.cat","May 2010","w013504.cat"
"013505","CH+, v = 2 - 0 band","27","1*","HTML | ASCII","e013505.cat","May 2010","w013505.cat"
"013506","13C+","3","1*","HTML | ASCII","e013506.cat","Aug. 2010","w013506.cat"
"014501","CH2","1400","1*","HTML | ASCII","e014501.cat","Sep. 2005","w014501.cat"
"014502","13CH+","18","1*","HTML | ASCII","e014502.cat","Apr. 2010","w014502.cat"
"014503","CD+","22","1*","HTML | ASCII","e014503.cat","Apr. 2010","w014503.cat"
"014504","13CH+, v = 1 - 0 band","31","1*","HTML | ASCII","e014504.cat","May 2010","w014504.cat"
"014505","CD+, v = 1 - 0 band","33","1*","HTML | ASCII","e014505.cat","May 2010","w014505.cat"
"014506","N+","9","1*","HTML | ASCII","e014506.cat","Aug. 2010","w014506.cat"
"015501","NH","1948","1","HTML | ASCII","e015501.cat","May 2004","w015501.cat"
"015502","13CD+","21","1*","HTML | ASCII","e015502.cat","Apr. 2010","w015502.cat"
"015503","14CH+","13","1*","HTML | ASCII","e015503.cat","Apr. 2010","w015503.cat"
"015504","CT+","17","1*","HTML | ASCII","e015504.cat","Apr. 2010","w015504.cat"
"016501","NH2","18513","2","HTML | ASCII","e016501.cat","Oct. 2001","w016501.cat"
"016502","ND","2020","1","HTML | ASCII","e016502.cat","Feb. 2004","w016502.cat"
"016503","CH2D+","379","4*","HTML | ASCII","e016503.cat","Sep. 2016","w016503.cat"
"016504","O","2","1*","HTML | ASCII","e016504.cat","Aug. 2010","w016504.cat"
"016505","15NH","334","1*","HTML | ASCII","e016505.cat","Aug. 2018",""
"017501","OH+","430","2*","HTML | ASCII","e017501.cat","Jan. 2016","w017501.cat"
"017502","OH-","19","2*","HTML | ASCII","e017502.cat","Sep. 2014","w017502.cat"
"017503","CH3D","211","3*","HTML | ASCII","e017503.cat","Aug. 2018",""
"017504","15NH2","2437","1*","HTML | ASCII","e017504.cat","May 2016","w017504.cat"
"017505","CHD2+","593","1*","HTML | ASCII","e017505.cat","Feb. 2018","w017505.cat"
"017506","NH3, v = 0","346","1*","HTML | ASCII","e017506.cat","Dec. 2020",""
"017507","OH, v = 0","1028","1*","HTML | ASCII","e017507.cat","Feb. 2023",""
"017508","OH, v = 1","831","1*","HTML | ASCII","e017508.cat","Feb. 2023",""
"017509","OH, v = 2","722","1*","HTML | ASCII","e017509.cat","Feb. 2023",""
"018501","NH2D","3343","1","HTML | ASCII","e018501.cat","May 2004","w018501.cat"
"018502","OD-","22","1*","HTML | ASCII","e018502.cat","Dec. 2006","w018502.cat"
"018503","15NH3","607","2*","HTML | ASCII","e018503.cat","Nov 2011","w018503.cat"
"018504","13CH3D","84","1*","HTML | ASCII","e018504.cat","June 2009","w018504.cat"
"018505","H2O+","2892","2*","HTML | ASCII","e018505.cat","Feb. 2017","w018505.cat"
"018506","OD+","99","1*","HTML | ASCII","e018506.cat","May. 2012","w018506.cat"
"018507","18O","2","1*","HTML | ASCII","e018507.cat","May 2020",""
"019501","NHD2","5000","3*","HTML | ASCII","e019501.cat","May 2011","w019501.cat"
"019502","18OH-","16","1*","HTML | ASCII","e019502.cat","Dec. 2006","w019502.cat"
"019503","H3O+","273","1*","HTML | ASCII","e019503.cat","Oct. 2007","w019503.cat"
"019504","15NH2D","2916","1*","HTML | ASCII","e019504.cat","Sep. 2008","w019504.cat"
"019505","18OH+","75","1*","HTML | ASCII","e019505.cat","May. 2012","w019505.cat"
"019506","NH3D+","55","1*","HTML | ASCII","e019506.cat","Sep. 2013","w019506.cat"
"020501","ND3","698","1","HTML | ASCII","e020501.cat","June 2002","w020501.cat"
"020502","D2O","3289","2*","HTML | ASCII","e020502.cat","May 2011","w020502.cat"
"020503","H2DO+","130","2*","HTML | ASCII","e020503.cat","June 2010","w020503.cat"
"020504","15NHD2","2890","1*","HTML | ASCII","e020504.cat","Sep. 2008","w020504.cat"
"021501","NeH+","23","1*","HTML | ASCII","e021501.cat","Dec. 2007","w021501.cat"
"021502","H2F+","170","1*","HTML | ASCII","e021502.cat","Nov. 2012","w021502.cat"
"022501","NeD+","28","1*","HTML | ASCII","e022501.cat","Dec. 2007","w022501.cat"
"023501","22NeH+","21","1*","HTML | ASCII","e023501.cat","Dec. 2007","w023501.cat"
"024501","NaH","172","1","HTML | ASCII","e024501.cat","Jan. 2001","w024501.cat"
"024502","LiOH","43","1*","HTML | ASCII","e024502.cat","Sep. 2009",""
"025501","CCH, v = 0","363","3*","HTML | ASCII","e025501.cat","July 2010",""
"025502","MgH","96","1","HTML | ASCII","e025502.cat","May  2001","w025502.cat"
"025503","CCH, v2 = 1","688","2*","HTML | ASCII","e025503.cat","July 2010",""
"025504","C2H-","37","2*","HTML | ASCII","e025504.cat","Jan. 2009",""
"025505","CCH, v2 = 2","749","1*","HTML | ASCII","e025505.cat","July 2010",""
"025506","CCH, v3 = 1","243","1*","HTML | ASCII","e025506.cat","July 2010",""
"025507","CCH, ν2 FIR band","298","1*","HTML | ASCII","e025507.cat","July 2010","w025507.cat"
"025508","CCH, ν3 IR band","201","1*","HTML | ASCII","e025508.cat","July 2010","w025508.cat"
"025509","CCH, ν2 + ν3 IR band","214","1*","HTML | ASCII","e025509.cat","July 2010","w025509.cat"
"025510","CCH, 5ν2 IR band","146","1*","HTML | ASCII","e025510.cat","July 2010","w025510.cat"
"026501","CCD","238","2*","HTML | ASCII","e026501.cat","Oct. 2021",""
"026502","13CCH","256","1","HTML | ASCII","e026502.cat","May 2000",""
"026503","C13CH","247","2*","HTML | ASCII","e026503.cat","Jan. 2010",""
"026504","CN, v = 0, 1","646","1*","HTML | ASCII","e026504.cat","May. 2005",""
"026505","C2H2, ν5 - ν4","273","1*","HTML | ASCII","e026505.cat","May 2007","w026505.cat"
"026506","CN-","28","2*","HTML | ASCII","e026506.cat","Jan. 2009",""
"026507","10BO","822","1*","HTML | ASCII","e026507.cat","Aug. 2009",""
"026508","CN+, v = 0","32","1*","HTML | ASCII","e026508.cat","Oct. 2023",""
"026509","CN+, v = 1 - 0","61","1*","HTML | ASCII","e026509.cat","Oct. 2023",""
"027501","HCN, v = 0","90","4*","HTML | ASCII","e027501.cat","May 2007","w027501.cat"
"027502","HNC, v = 0","47","2*","HTML | ASCII","e027502.cat","Feb. 2005","w027502.cat"
"027503","HCN, v2 = 1","204","2*","HTML | ASCII","e027503.cat","Feb. 2007","w027503.cat"
"027504","HNC, v2 = 1","127","1*","HTML | ASCII","e027504.cat","Feb. 2005","w027504.cat"
"027505","13CN","1471","1*","HTML | ASCII","e027505.cat","May. 2005",""
"027506","C15N","294","1*","HTML | ASCII","e027506.cat","May. 2005",""
"027507","HCN, v2 = 2","137","1*","HTML | ASCII","e027507.cat","Feb. 2007","w027507.cat"
"027508","HCN, v2 = 3","210","1*","HTML | ASCII","e027508.cat","Feb. 2007","w027508.cat"
"027509","HCN, v3 = 1","48","1*","HTML | ASCII","e027509.cat","Feb. 2007","w027509.cat"
"027510","HCN, v1 = 1","48","1*","HTML | ASCII","e027510.cat","Feb. 2007","w027510.cat"
"027511","HCCD","40","1*","HTML | ASCII","e027511.cat","Jan. 2008","w027511.cat"
"027512","H10BO","42","1*","HTML | ASCII","e027512.cat","July 2009",""
"027513","BO","468","1*","HTML | ASCII","e027513.cat","Aug. 2009",""
"027514","C2H3+","219","1*","HTML | ASCII","e027514.cat","Oct. 2009",""
"027515","Al","6","1*","HTML | ASCII","e027515.cat","Aug. 2010","w027515.cat"
"028501","H13CN, v = 0","89","3*","HTML | ASCII","e028501.cat","Nov 2014","w028501.cat"
"028502","H2CN","6519","1","HTML | ASCII","e028502.cat","July 2000",""
"028503","CO, v = 0","95","1","HTML | ASCII","e028503.cat","Oct. 2000","w028503.cat"
"028504","HCNH+","34","3*","HTML | ASCII","e028504.cat","Feb. 2024",""
"028505","13C15N","818","1*","HTML | ASCII","e028505.cat","May. 2005",""
"028506","HC15N, v = 0","79","2*","HTML | ASCII","e028506.cat","Dec. 2017","w028506.cat"
"028507","HC15N, v2 = 1","214","2*","HTML | ASCII","e028507.cat","Dec. 2017","w028507.cat"
"028508","DNC","39","2*","HTML | ASCII","e028508.cat","Sep. 2009","w028508.cat"
"028509","DCN, v = 0","64","1*","HTML | ASCII","e028509.cat","Apr. 2006","w028509.cat"
"028510","DCN, v2 = 1","164","1*","HTML | ASCII","e028510.cat","Apr. 2006","w028510.cat"
"028511","H13CN, v2 = 1","248","2*","HTML | ASCII","e028511.cat","Nov 2014","w028511.cat"
"028512","CO, v = 1 - 3","87","1*","HTML | ASCII","e028512.cat","May 2009","w028512.cat"
"028513","CO+, v = 0","97","2*","HTML | ASCII","e028513.cat","Aug. 2013",""
"028514","HBO","43","1*","HTML | ASCII","e028514.cat","July 2009",""
"028515","HN13C","25","1*","HTML | ASCII","e028515.cat","Sep. 2009","w028515.cat"
"028516","AlH","25","1*","HTML | ASCII","e028516.cat","Dec. 2009","w028516.cat"
"028517","Si","2","1*","HTML | ASCII","e028517.cat","Aug. 2010","w028517.cat"
"028518","Si+","1","1*","HTML | ASCII","e028518.cat","Aug. 2010","w028518.cat"
"028519","CO+, v = 1","44","1*","HTML | ASCII","e028519.cat","Aug. 2013",""
"028520","H13CN, v2 = 2","531","1*","HTML | ASCII","e028520.cat","Nov 2014","w028520.cat"
"028521","H13CN, v2 = 3","848","1*","HTML | ASCII","e028521.cat","Nov 2014","w028521.cat"
"028522","H13CN, v3 = 1","80","1*","HTML | ASCII","e028522.cat","Nov 2014","w028522.cat"
"028523","H13CN, v1 = 1","74","1*","HTML | ASCII","e028523.cat","Nov 2014","w028523.cat"
"028524","HC15N, v2 = 2","451","1*","HTML | ASCII","e028524.cat","Dec. 2017","w028524.cat"
"028525","HC15N, v2 = 3","703","1*","HTML | ASCII","e028525.cat","Dec. 2017","w028525.cat"
"028526","HC15N, v3 = 1","69","1*","HTML | ASCII","e028526.cat","Dec. 2017","w028526.cat"
"028527","HC15N, v1 = 1","62","1*","HTML | ASCII","e028527.cat","Dec. 2017","w028527.cat"
"028528","H2NC","300","1*","HTML | ASCII","e028528.cat","Sep. 2021",""
"029501","13CO","67","2*","HTML | ASCII","e029501.cat","Nov. 2006","w029501.cat"
"029502","HCND+","50","1","HTML | ASCII","e029502.cat","May  2001",""
"029503","C17O","457","1","HTML | ASCII","e029503.cat","Jan. 2003","w029503.cat"
"029504","HOC+, v2 = 0","40","1","HTML | ASCII","e029504.cat","Mar. 2004","w029504.cat"
"029505","HOC+, v2 = 1","96","1","HTML | ASCII","e029505.cat","Mar. 2004","w029505.cat"
"029506","N2H+, v = 0","47","4*","HTML | ASCII","e029506.cat","Apr. 2014","w029506.cat"
"029507","HCO+, v = 0","46","2*","HTML | ASCII","e029507.cat","Oct. 2007","w029507.cat"
"029508","HCO+, v2 = 1","76","2*","HTML | ASCII","e029508.cat","Oct. 2007","w029508.cat"
"029509","N2H+, v2 = 1","112","1*","HTML | ASCII","e029509.cat","Feb. 2006","w029509.cat"
"029510","D13CN","64","1*","HTML | ASCII","e029510.cat","Apr. 2006","w029510.cat"
"029511","DC15N","60","1*","HTML | ASCII","e029511.cat","May 2006","w029511.cat"
"029512","H13C15N, v = 0","70","1*","HTML | ASCII","e029512.cat","Dec. 2006","w029512.cat"
"029513","H13C15N, v2 = 1","186","1*","HTML | ASCII","e029513.cat","Dec. 2006","w029513.cat"
"029514","H13CNH+","45","1*","HTML | ASCII","e029514.cat","Dec 2007",""
"029515","HCO+, ν2 IR band","136","1*","HTML | ASCII","e029515.cat","Sep. 2010","w029515.cat"
"029516","N2H+, ν2 IR band","117","1*","HTML | ASCII","e029516.cat","Nov. 2010","w029516.cat"
"029517","SiH","125","1*","HTML | ASCII","e029517.cat","Dec. 2010","w029517.cat"
"029518","H2CNH","2926","2*","HTML | ASCII","e029518.cat","May 2014",""
"029519","13CO+","276","1*","HTML | ASCII","e029519.cat","Aug. 2013",""
"029520","C2H3D","2056","1*","HTML | ASCII","e029520.cat","Jan. 2017",""
"029521","SiH+, v = 0","20","1*","HTML | ASCII","e029521.cat","Oct. 2017","w029521.cat"
"029522","SiH+, v = 1 - 0","41","1*","HTML | ASCII","e029522.cat","Oct. 2017","w029522.cat"
"030501","H2CO","7016","3*","HTML | ASCII","e030501.cat","Feb. 2017","w030501.cat"
"030502","C18O","60","1","HTML | ASCII","e030502.cat","June 2001","w030502.cat"
"030503","13C17O","442","1","HTML | ASCII","e030503.cat","Jan. 2003","w030503.cat"
"030504","H13CO+","46","2*","HTML | ASCII","e030504.cat","Oct. 2007","w030504.cat"
"030505","HC17O+","46","1","HTML | ASCII","e030505.cat","Feb. 2004","w030505.cat"
"030506","DOC+","48","1","HTML | ASCII","e030506.cat","Mar. 2004","w030506.cat"
"030507","15NNH+","39","2*","HTML | ASCII","e030507.cat","Mar. 2009","w030507.cat"
"030508","N15NH+","38","2*","HTML | ASCII","e030508.cat","Mar. 2009","w030508.cat"
"030509","N2D+","52","3*","HTML | ASCII","e030509.cat","Mar. 2009","w030509.cat"
"030510","DCO+","50","3*","HTML | ASCII","e030510.cat","Sep. 2009","w030510.cat"
"030511","D13C15N","60","1*","HTML | ASCII","e030511.cat","May 2006","w030511.cat"
"030512","NO+, v = 0, 1","66","3*","HTML | ASCII","e030512.cat","Jul. 2023",""
"030513","C18O+","89","1*","HTML | ASCII","e030513.cat","Aug. 2013",""
"030514","H213CNH","1629","1*","HTML | ASCII","e030514.cat","May 2014",""
"030515","H2CND","1979","1*","HTML | ASCII","e030515.cat","May 2014",""
"030516","H2C15NH","1629","1*","HTML | ASCII","e030516.cat","May 2014",""
"030517","NO, v = 0","2955","1*","HTML | ASCII","e030517.cat","Jan. 2015",""
"030518","NO, v = 1","1626","1*","HTML | ASCII","e030518.cat","Jan. 2015",""
"030519","H2CNH2+","201","1*","HTML | ASCII","e030519.cat","Dec. 2019",""
"030520","NO+, v = 1 - 0, 2 – 1","123","1*","HTML | ASCII","e030520.cat","Jul. 2023",""
"030521","NO+, v = 2 - 0","77","1*","HTML | ASCII","e030521.cat","Jul. 2023",""
"031501","HDCO","5701","2*","HTML | ASCII","e031501.cat","Jan. 2016","w031501.cat"
"031502","13C18O","195","1","HTML | ASCII","e031502.cat","July 2000","w031502.cat"
"031503","H213CO","2309","1","HTML | ASCII","e031503.cat","May 2000",""
"031504","H2COH+","1612","2*","HTML | ASCII","e031504.cat","Oct. 2006",""
"031505","CF","1323","1","HTML | ASCII","e031505.cat","May 2000",""
"031506","HC18O+","46","1","HTML | ASCII","e031506.cat","Dec. 2004","w031506.cat"
"031507","CF+, v = 0, 1","68","2*","HTML | ASCII","e031507.cat","Feb. 2010",""
"031508","D13CO+","48","2*","HTML | ASCII","e031508.cat","Oct. 2007","w031508.cat"
"031509","15NND+","40","1*","HTML | ASCII","e031509.cat","Mar. 2009","w031509.cat"
"031510","N15ND+","40","1*","HTML | ASCII","e031510.cat","Mar. 2009","w031510.cat"
"031511","13C18O+","217","1*","HTML | ASCII","e031511.cat","Aug. 2013",""
"031512","15NO","1626","1*","HTML | ASCII","e031512.cat","Jan. 2015",""
"031513","N17O","15277","1*","HTML | ASCII","e031513.cat","Jan. 2015",""
"031514","H2C17O","1544","1*","HTML | ASCII","e031514.cat","Feb. 2017",""
"031515","CH2OH","6241","2*","HTML | ASCII","e031515.cat","Dec. 2020",""
"031516","15N2H+","22","1*","HTML | ASCII","e031516.cat","Aug. 2017",""
"032501","PH","988","2","HTML | ASCII","e032501.cat","Aug. 2001","w032501.cat"
"032502","D2CO","5194","3*","HTML | ASCII","e032502.cat","Jan. 2016","w032502.cat"
"032503","H2C18O","2027","2*","HTML | ASCII","e032503.cat","Feb. 2017","w032503.cat"
"032504","CH3OH, vt = 0 - 2","38643","3*","HTML | ASCII","e032504.cat","May 2016",""
"032505","DC18O+","47","1*","HTML | ASCII","e032505.cat","Oct. 2005","w032505.cat"
"032506","H213COH+","1500","1*","HTML | ASCII","e032506.cat","Oct. 2006",""
"032507","HD13CO","2309","2*","HTML | ASCII","e032507.cat","Jan. 2016","w032507.cat"
"032508","O2, v = 0","180","2*","HTML | ASCII","e032508.cat","Jan. 2020",""
"032509","13CF+, v = 0, 1","63","1*","HTML | ASCII","e032509.cat","Feb. 2010",""
"032510","O2, a 1Δ","67","2*","HTML | ASCII","e032510.cat","Feb. 2020",""
"032511","S","2","1*","HTML | ASCII","e032511.cat","Aug. 2010","w032511.cat"
"032512","LiCCH","68","1*","HTML | ASCII","e032512.cat","Oct. 2011",""
"032513","N18O","3027","1*","HTML | ASCII","e032513.cat","Jan. 2015",""
"032514","15N17O","10595","1*","HTML | ASCII","e032514.cat","Jan. 2015",""
"032515","15N2D+","27","1*","HTML | ASCII","e032515.cat","Aug. 2017",""
"033501","PH2","6814","1","HTML | ASCII","e033501.cat","Nov. 2001","w033501.cat"
"033502","13CH3OH, vt = 0, 1","3579","2*","HTML | ASCII","e033502.cat","Apr. 2020",""
"033503","NH2OH","2963","1","HTML | ASCII","e033503.cat","Mar. 2003","w033503.cat"
"033504","SH-","16","1*","HTML | ASCII","e033504.cat","Jan. 2007","w033504.cat"
"033505","SH+","334","4*","HTML | ASCII","e033505.cat","Oct. 2017","w033505.cat"
"033506","D213CO","4125","2*","HTML | ASCII","e033506.cat","Jan. 2016","w033506.cat"
"033507","15N18O","1429","1*","HTML | ASCII","e033507.cat","Jan. 2015",""
"033508","SH, v = 0","862","1*","HTML | ASCII","e033508.cat","Mar. 2015","w033508.cat"
"033509","SH, v = 1","545","1*","HTML | ASCII","e033509.cat","Mar. 2015","w033509.cat"
"033510","HDC18O","1747","1*","HTML | ASCII","e033510.cat","Jan. 2016","w033510.cat"
"034501","PH3","2095","2*","HTML | ASCII","e034501.cat","May 2013","w034501.cat"
"034502","H2S","1501","1*","HTML | ASCII","e034502.cat","Oct. 2008","w034502.cat"
"034503","O18O","330","2*","HTML | ASCII","e034503.cat","Feb. 2020",""
"034504","CH318OH, vt ≤ 2","38644","1*","HTML | ASCII","e034504.cat","Sep. 2012",""
"034505","D2C18O","1438","1*","HTML | ASCII","e034505.cat","Jan. 2016","w034505.cat"
"034506","CHD2OH, vt = 0","10982","1*","HTML | ASCII","e034506.cat","Mar. 2022",""
"035501","NaC","225","1*","HTML | ASCII","e035501.cat","Feb. 2006",""
"035502","HDS","2364","1*","HTML | ASCII","e035502.cat","Oct. 2008","w035502.cat"
"035503","H233S","4759","1*","HTML | ASCII","e035503.cat","Nov. 2008","w035503.cat"
"035504","34SH+","9","1*","HTML | ASCII","e035504.cat","Oct. 2017","w035504.cat"
"035505","CD3OH, vt = 0","14864","1*","HTML | ASCII","e035505.cat","Mar. 2022",""
"035506","CD3OH, vt = 1","9710","1*","HTML | ASCII","e035506.cat","Mar. 2022",""
"036501","NaCH","154","1","HTML | ASCII","e036501.cat","Jan. 2001",""
"036502","C3, ν2","66","1*","HTML | ASCII","e036502.cat","Mar. 2006","w036502.cat"
"036503","D2S","1107","1*","HTML | ASCII","e036503.cat","Oct. 2008","w036503.cat"
"036504","H234S","990","1*","HTML | ASCII","e036504.cat","Nov. 2008","w036504.cat"
"036505","18O2","173","2*","HTML | ASCII","e036505.cat","Feb. 2020",""
"036506","CD3OD, vt = 0","17190","1*","HTML | ASCII","e036506.cat","Nov. 2023",""
"036507","CD3OD, vt = 1","15144","1*","HTML | ASCII","e036507.cat","Nov. 2023",""
"037501","C3H, v = 0, v4 = 1, 2Σμ","5344","2*","HTML | ASCII","e037501.cat","Mar. 2009",""
"037502","36ArH+","27","1*","HTML | ASCII","e037502.cat","Sep. 2007","w037502.cat"
"037503","HD34S","1754","1*","HTML | ASCII","e037503.cat","Nov. 2008","w037503.cat"
"037504","H2Cl+","600","1*","HTML | ASCII","e037504.cat","Mar. 2015",""
"037505","C3H+","59","3*","HTML | ASCII","e037505.cat","Mar. 2015",""
"038501","l-C3H2","981","2","HTML | ASCII","e038501.cat","June 2002",""
"038502","C2N","574","2*","HTML | ASCII","e038502.cat","Nov. 2014",""
"038503","C3D, v = 0, v4 = 1, 2Σμ","1770","2*","HTML | ASCII","e038503.cat","Mar. 2009",""
"038504","13CCCH, v = 0, v4 = 1, 2Σμ","1498","1","HTML | ASCII","e038504.cat","Aug. 2004",""
"038505","C13CCH, v = 0, v4 = 1, 2Σμ","1445","1","HTML | ASCII","e038505.cat","Aug. 2004",""
"038506","CC13CH, v = 0, v4 = 1, 2Σμ","1475","1","HTML | ASCII","e038506.cat","Aug. 2004",""
"038507","D234S","789","1*","HTML | ASCII","e038507.cat","Dec. 2008","w038507.cat"
"038508","c-C3H2","4296","2*","HTML | ASCII","e038508.cat","May 2012",""
"039501","HCCN","295","2*","HTML | ASCII","e039501.cat","Jan. 2012",""
"039502","l-13CCCH2","1534","1","HTML | ASCII","e039502.cat","June 2002",""
"039503","l-C13CCH2","1488","1","HTML | ASCII","e039503.cat","June 2002",""
"039504","l-CC13CH2","1516","1","HTML | ASCII","e039504.cat","June 2002",""
"039505","H2C3H","692","1","HTML | ASCII","e039505.cat","Jan. 2004",""
"039506","l-C3HD","913","2*","HTML | ASCII","e039506.cat","Nov. 2015",""
"039507","H237Cl+","600","1*","HTML | ASCII","e039507.cat","Mar. 2015",""
"039508","c-C3HD","5195","1*","HTML | ASCII","e039508.cat","June 2012",""
"039509","c-13CC2H2","3385","1*","HTML | ASCII","e039509.cat","June 2012",""
"039510","c-CC13CH2","4041","1*","HTML | ASCII","e039510.cat","June 2012",""
"039511","38ArH+","27","1*","HTML | ASCII","e039511.cat","Dec. 2013","w039511.cat"
"039512","H2C3H+","318","1*","HTML | ASCII","e039512.cat","Aug. 2023",""
"040501","SiC","294","1","HTML | ASCII","e040501.cat","Feb. 2000",""
"040502","CH3CCH, v = 0","1958","3*","HTML | ASCII","e040502.cat","Aug. 2008","w040502.cat"
"040503","KH","238","1","HTML | ASCII","e040503.cat","Jan. 2001","w040503.cat"
"040504","CH3CCH, v10 = 1","2962","1","HTML | ASCII","e040504.cat","Jan. 2003","w040504.cat"
"040505","H2CCN","2828","2*","HTML | ASCII","e040505.cat","Mar. 2005",""
"040506","c-C3H4","5718","1","HTML | ASCII","e040506.cat","June 2004",""
"040507","CH3CCH, ν10","5634","1","HTML | ASCII","e040507.cat","May 2005","w040507.cat"
"040508","CH3CCH, ν9","5974","1","HTML | ASCII","e040508.cat","May 2005","w040508.cat"
"040509","NaOH","72","1*","HTML | ASCII","e040509.cat","Aug. 2009",""
"040510","H13CCN","234","1*","HTML | ASCII","e040510.cat","Jan. 2012",""
"040511","HC13CN","231","1*","HTML | ASCII","e040511.cat","Jan. 2012",""
"040512","DCCN","202","1*","HTML | ASCII","e040512.cat","Jan. 2012",""
"040513","HCC15N","198","1*","HTML | ASCII","e040513.cat","Jan. 2012",""
"040514","c-C3D2","1869","1*","HTML | ASCII","e040514.cat","July 2012",""
"040515","l-C3D2","1450","1*","HTML | ASCII","e040515.cat","May 2014",""
"040516","c-13CC2HD","145","1*","HTML | ASCII","e040516.cat","Dec. 2015",""
"040517","c-C13CCHD","151","1*","HTML | ASCII","e040517.cat","Dec. 2015",""
"040518","c-CC13CHD","144","1*","HTML | ASCII","e040518.cat","Dec. 2015",""
"040519","MgO, v = 0 - 2","63","1*","HTML | ASCII","e040519.cat","Feb. 2022",""
"040520","c-C3H2D+","553","1*","HTML | ASCII","e040520.cat","Sep 2023",""
"041501","CH3CCD","1243","2*","HTML | ASCII","e041501.cat","Apr. 2020",""
"041502","CH2DCCH","1892","1","HTML | ASCII","e041502.cat","Apr. 2002",""
"041503","H2CCNH","12816","2*","HTML | ASCII","e041503.cat","Jan. 2022",""
"041504","40ArH+","30","1*","HTML | ASCII","e041504.cat","Sep. 2007","w041504.cat"
"041505","CH3CN, v = 0","2423","2*","HTML | ASCII","e041505.cat","Nov. 2016","w041505.cat"
"041506","HCCO","180","2*","HTML | ASCII","e041506.cat","June 2019",""
"041507","HNCN","1484","1*","HTML | ASCII","e041507.cat","July 2012",""
"041508","MgOH","78","1*","HTML | ASCII","e041508.cat","Nov. 2013",""
"041509","CH3CN, v8 = 1","4645","1*","HTML | ASCII","e041509.cat","Nov. 2016","w041509.cat"
"041510","CH3CN, v8 = 2","5844","1*","HTML | ASCII","e041510.cat","Nov. 2016","w041510.cat"
"041511","CH3CN, ν8","6502","1*","HTML | ASCII","e041511.cat","Nov. 2016","w041511.cat"
"041512","CH3CN, 2ν8-ν8","10324","1*","HTML | ASCII","e041512.cat","Nov. 2016","w041512.cat"
"041513","CH3CN, 2ν8","3762","1*","HTML | ASCII","e041513.cat","Nov. 2016","w041513.cat"
"041514","CH3NC","876","1*","HTML | ASCII","e041514.cat","Aug. 2018",""
"041515","CH3C13CH","1828","1*","HTML | ASCII","e041515.cat","Apr. 2020",""
"041516","CH313CCH","1784","1*","HTML | ASCII","e041516.cat","Apr. 2020",""
"041517","13CH3CCH","1821","1*","HTML | ASCII","e041517.cat","Apr. 2020",""
"041518","CaH+","18","1*","HTML | ASCII","e041518.cat","Jun. 2021",""
"041519","25MgO, v = 0, 1","42","1*","HTML | ASCII","e041519.cat","Feb. 2022",""
"042501","H2CCO","2027","2","HTML | ASCII","e042501.cat","Nov. 2003",""
"042502","NaF, v = 0, 1","192","1","HTML | ASCII","e042502.cat","Feb. 2003",""
"042503","NCO","896","1","HTML | ASCII","e042503.cat","July 2003",""
"042504","CH3CNH+","456","1*","HTML | ASCII","e042504.cat","Aug. 2006",""
"042505","SiN","411","1*","HTML | ASCII","e042505.cat","Sep. 2006",""
"042506","HNCNH","2895","1*","HTML | ASCII","e042506.cat","Sep. 2006",""
"042507","40ArD+","38","1*","HTML | ASCII","e042507.cat","Sep. 2007","w042507.cat"
"042508","13CH3CN, v = 0","1636","1*","HTML | ASCII","e042508.cat","Dec. 2009",""
"042509","CH313CN, v = 0","1619","1*","HTML | ASCII","e042509.cat","Dec. 2009",""
"042510","CH3C15N, v = 0","1351","1*","HTML | ASCII","e042510.cat","Dec. 2009",""
"042511","CH2DCN","4796","2*","HTML | ASCII","e042511.cat","July 2013",""
"042512","NCO-","70","1*","HTML | ASCII","e042512.cat","July 2011",""
"042513","13CH3CN, v8 = 1","3694","1*","HTML | ASCII","e042513.cat","July 2016",""
"042514","CH313CN, v8 = 1","3646","1*","HTML | ASCII","e042514.cat","July 2016",""
"042515","CH3C15N, v8 = 1","3377","1*","HTML | ASCII","e042515.cat","Aug. 2016",""
"042516","C3H6","18908","1*","HTML | ASCII","e042516.cat","Jan. 2017",""
"042517","H2CSi","294","1*","HTML | ASCII","e042517.cat","Sep. 2017",""
"042518","H2NNC","1144","1*","HTML | ASCII","e042518.cat","Oct. 2018",""
"042519","DCCO","48","1*","HTML | ASCII","e042519.cat","June 2019",""
